 train       observed       predicted
 y     1.146690E+01     1.152097E+01
 y     1.264433E+01     1.253915E+01
 y     1.276569E+01     1.268145E+01
 y     1.296337E+01     1.253794E+01
 y     1.128854E+01     1.138828E+01
 y     1.296571E+01     1.254598E+01
 y     1.253897E+01     1.246313E+01
 y     1.261154E+01     1.214108E+01
 y     1.298769E+01     1.272848E+01
 y     1.342247E+01     1.291599E+01
 y     1.041933E+01     1.186311E+01
 y     1.307107E+01     1.262918E+01
 y     1.159911E+01     1.175698E+01
 y     1.259473E+01     1.242242E+01
 y     1.376422E+01     1.247198E+01
 y     1.287647E+01     1.268547E+01
 y     1.087807E+01     1.113615E+01
 y     1.184869E+01     1.214222E+01
 y     1.267764E+01     1.253959E+01
 y     1.265076E+01     1.256971E+01
 y     1.184940E+01     1.135488E+01
 y     1.275708E+01     1.234095E+01
 y     1.054537E+01     1.131015E+01
 y     1.356577E+01     1.350512E+01
 y     1.254255E+01     1.279929E+01
 y     1.248749E+01     1.209234E+01
 y     1.040126E+01     1.067217E+01
 y     9.472705E+00     1.058092E+01
 y     1.091511E+01     1.141473E+01
 y     1.151294E+01     1.189294E+01
 y     1.269158E+01     1.263042E+01
 y     1.210072E+01     1.141458E+01
 y     1.375364E+01     1.376899E+01
 y     1.197667E+01     1.167637E+01
 y     1.030899E+01     1.057321E+01
 y     1.299453E+01     1.285020E+01
 y     1.274403E+01     1.261101E+01
 y     1.220608E+01     1.196252E+01
 y     1.270685E+01     1.305482E+01
 y     1.338319E+01     1.339820E+01
 y     1.283468E+01     1.241848E+01
 y     1.295513E+01     1.182673E+01
 y     1.198294E+01     1.246185E+01
 y     1.160824E+01     1.145723E+01
 y     1.262149E+01     1.281206E+01
 y     1.212812E+01     1.166773E+01
 y     1.269158E+01     1.245162E+01
 y     1.151294E+01     1.197154E+01
 y     1.126448E+01     1.157943E+01
 y     1.175588E+01     1.170068E+01
 y     1.390123E+01     1.383151E+01
 y     1.220608E+01     1.234313E+01
 y     1.301701E+01     1.303911E+01
 y     1.271440E+01     1.267154E+01
 y     1.280766E+01     1.245115E+01
 y     1.273670E+01     1.245121E+01
 y     1.330469E+01     1.315769E+01
 y     1.051599E+01     1.137391E+01
 y     1.232386E+01     1.186084E+01
 y     1.247419E+01     1.246461E+01
 y     1.030899E+01     1.073402E+01
 y     1.257764E+01     1.166131E+01
 y     1.191840E+01     1.163078E+01
 y     1.254255E+01     1.273220E+01
 y     1.361094E+01     1.384200E+01
 y     1.181304E+01     1.180089E+01
 y     1.289922E+01     1.260301E+01
 y     1.199227E+01     1.173673E+01
 y     1.233271E+01     1.243084E+01
 y     1.203173E+01     1.199587E+01
 y     1.234584E+01     1.200234E+01
 y     1.251540E+01     1.223844E+01
 y     1.300583E+01     1.289118E+01
 y     1.253664E+01     1.228467E+01
 y     1.248749E+01     1.240960E+01
 y     1.246844E+01     1.246607E+01
 y     1.259473E+01     1.297960E+01
 y     1.228766E+01     1.216582E+01
 y     1.363818E+01     1.347933E+01
 y     1.303572E+01     1.270213E+01
 y     1.312835E+01     1.284089E+01
 y     1.287390E+01     1.242554E+01
 y     1.220608E+01     1.226373E+01
 y     1.197920E+01     1.222097E+01
 y     1.186359E+01     1.195602E+01
 y     1.149782E+01     1.206205E+01
 y     1.320854E+01     1.284895E+01
 y     1.210072E+01     1.184046E+01
 y     1.173608E+01     1.242976E+01
 y     1.225962E+01     1.201366E+01
 y     1.228996E+01     1.233172E+01
 y     1.122526E+01     1.152703E+01
 y     1.146164E+01     1.169191E+01
 y     1.151294E+01     1.164983E+01
 y     1.252089E+01     1.237223E+01
 y     1.128979E+01     1.151690E+01
 y     1.182042E+01     1.152216E+01
 y     1.200151E+01     1.178181E+01
 y     9.952325E+00     1.068906E+01
 y     1.191840E+01     1.183363E+01
 y     1.181304E+01     1.151136E+01
 y     1.226670E+01     1.193053E+01
 y     1.248749E+01     1.263577E+01
 y     1.279108E+01     1.207491E+01
 y     1.160824E+01     1.175809E+01
 y     1.119686E+01     1.152290E+01
 y     1.133858E+01     1.103684E+01
 y     1.017355E+01     1.047798E+01
 y     1.156173E+01     1.151776E+01
 y     1.100212E+01     1.113190E+01
 y     1.197667E+01     1.219415E+01
 y     1.218076E+01     1.227161E+01
 y     1.191840E+01     1.191786E+01
 y     1.218076E+01     1.184115E+01
 y     1.219603E+01     1.206521E+01
 y     1.171587E+01     1.154205E+01
 y     1.114188E+01     1.146638E+01
 y     1.030899E+01     1.091872E+01
 y     1.298769E+01     1.274836E+01
 y     9.903538E+00     1.097317E+01
 y     1.263461E+01     1.248006E+01
 y     1.316139E+01     1.289612E+01
 y     1.198294E+01     1.187760E+01
 y     1.263623E+01     1.259587E+01
 y     1.257764E+01     1.246277E+01
 y     1.169526E+01     1.146269E+01
 y     1.054537E+01     1.184815E+01
 y     1.198294E+01     1.241907E+01
 y     1.218076E+01     1.235307E+01
 y     1.200763E+01     1.152994E+01
 y     1.283468E+01     1.218191E+01
 y     1.336138E+01     1.318473E+01
 y     1.329632E+01     1.291821E+01
 y     1.304915E+01     1.276428E+01
 y     1.184188E+01     1.186442E+01
 y     1.139865E+01     1.190936E+01
 y     1.282126E+01     1.285844E+01
 y     1.020363E+01     1.137135E+01
 y     1.235880E+01     1.163788E+01
 y     1.230592E+01     1.152266E+01
 y     1.276569E+01     1.256054E+01
 y     1.280766E+01     1.272236E+01
 y     1.119136E+01     1.089487E+01
 y     1.204356E+01     1.090076E+01
 y     1.198294E+01     1.149441E+01
 y     1.171995E+01     1.162960E+01
 y     1.128979E+01     1.145533E+01
 y     1.240902E+01     1.236439E+01
 y     1.340754E+01     1.273179E+01
 y     1.371015E+01     1.377909E+01
 y     1.181304E+01     1.153198E+01
 y     1.254255E+01     1.225139E+01
 y     1.263623E+01     1.187131E+01
 y     1.408767E+01     1.400194E+01
 y     1.083960E+01     1.148666E+01
 y     1.197036E+01     1.191132E+01
 y     1.297154E+01     1.184061E+01
 y     1.292391E+01     1.265759E+01
 y     1.236692E+01     1.227088E+01
 y     1.225487E+01     1.151790E+01
 y     1.201371E+01     1.193598E+01
 y     1.238213E+01     1.279180E+01
 y     1.225487E+01     1.196396E+01
 y     1.286334E+01     1.264825E+01
 y     1.216526E+01     1.219151E+01
 y     1.230773E+01     1.233984E+01
 y     1.340754E+01     1.283483E+01
 y     1.294084E+01     1.245924E+01
 y     1.223077E+01     1.186914E+01
 y     1.117045E+01     1.157319E+01
 y     9.903538E+00     1.065188E+01
 y     1.326213E+01     1.361407E+01
 y     1.259134E+01     1.254002E+01
 y     1.238422E+01     1.258425E+01
 y     1.302805E+01     1.294221E+01
 y     1.274840E+01     1.271597E+01
 y     1.240902E+01     1.235293E+01
 y     1.210072E+01     1.190193E+01
 y     1.395527E+01     1.275697E+01
 y     1.286100E+01     1.301474E+01
 y     1.233491E+01     1.198536E+01
 y     1.269158E+01     1.264171E+01
 y     1.211122E+01     1.202059E+01
 y     1.104294E+01     1.073476E+01
 y     1.195119E+01     1.154503E+01
 y     1.226199E+01     1.188114E+01
 y     1.199264E+01     1.196302E+01
 y     1.266033E+01     1.220360E+01
 y     1.200151E+01     1.200599E+01
 y     1.034177E+01     1.073389E+01
 y     1.151294E+01     1.102402E+01
 y     1.268386E+01     1.262392E+01
 y     1.030899E+01     1.117265E+01
 y     1.240493E+01     1.234332E+01
 y     1.239773E+01     1.232133E+01
 y     1.193164E+01     1.213729E+01
 y     1.204356E+01     1.180986E+01
 y     1.059666E+01     1.118117E+01
 y     1.356062E+01     1.301339E+01
 y     1.301478E+01     1.269424E+01
 y     1.059666E+01     1.099879E+01
 y     1.204356E+01     1.203749E+01
 y     1.230139E+01     1.257523E+01
 y     1.299453E+01     1.312082E+01
 y     1.196719E+01     1.107018E+01
 y     1.304979E+01     1.328070E+01
 y     1.399700E+01     1.319681E+01
 y     1.178296E+01     1.136178E+01
 y     1.173608E+01     1.136140E+01
 y     1.272487E+01     1.264166E+01
 y     1.037352E+01     1.080007E+01
 y     1.345311E+01     1.335252E+01
 y     1.324988E+01     1.334801E+01
 y     1.212812E+01     1.203905E+01
 y     1.242922E+01     1.208037E+01
 y     1.352783E+01     1.325707E+01
 y     1.267608E+01     1.230556E+01
 y     1.099375E+01     1.064641E+01
 y     1.277423E+01     1.278848E+01
 y     1.201371E+01     1.190964E+01
 y     1.319933E+01     1.331424E+01
 y     1.071444E+01     1.148383E+01
 y     1.160824E+01     1.187149E+01
 y     1.279386E+01     1.223176E+01
 y     1.207255E+01     1.192506E+01
 y     1.330302E+01     1.317674E+01
 y     1.171260E+01     1.196043E+01
 y     1.379531E+01     1.350222E+01
 y     1.231493E+01     1.251223E+01
 y     1.287390E+01     1.277674E+01
 y     1.377988E+01     1.377841E+01
 y     1.283468E+01     1.266716E+01
 y     1.249875E+01     1.225802E+01
 y     1.221850E+01     1.247698E+01
 y     1.305516E+01     1.305568E+01
 y     1.169526E+01     1.163454E+01
 y     1.165487E+01     1.165029E+01
 y     1.260720E+01     1.315030E+01
 y     1.103315E+01     1.111489E+01
 y     1.100212E+01     1.129732E+01
 y     1.054537E+01     1.120248E+01
 y     1.238840E+01     1.268473E+01
 y     1.262807E+01     1.243475E+01
 y     1.235450E+01     1.241970E+01
 y     1.229225E+01     1.212885E+01
 y     1.258108E+01     1.212114E+01
 y     1.049130E+01     1.092331E+01
 y     1.253178E+01     1.253041E+01
 y     1.340754E+01     1.341066E+01
 y     1.082379E+01     1.088184E+01
 y     1.154055E+01     1.179583E+01
 y     1.277988E+01     1.237790E+01
 y     1.232386E+01     1.221056E+01
 y     1.242521E+01     1.252057E+01
 y     1.257764E+01     1.252406E+01
 y     1.227840E+01     1.247872E+01
 y     1.246844E+01     1.230822E+01
 y     1.191840E+01     1.218583E+01
 y     1.293604E+01     1.266116E+01
 y     1.240902E+01     1.246692E+01
 y     1.269158E+01     1.230761E+01
 y     1.248749E+01     1.255023E+01
 y     1.161051E+01     1.176950E+01
 y     1.268541E+01     1.274905E+01
 y     1.215185E+01     1.273595E+01
 y     1.071444E+01     1.115837E+01
 y     1.122392E+01     1.114920E+01
 y     1.179208E+01     1.233494E+01
 y     1.283468E+01     1.235188E+01
 y     1.032551E+01     1.071411E+01
 y     1.232386E+01     1.248039E+01
 y     1.184940E+01     1.166860E+01
 y     1.276566E+01     1.255838E+01
 y     1.257419E+01     1.263726E+01
 y     1.233271E+01     1.223266E+01
 y     1.122526E+01     1.171100E+01
 y     1.321038E+01     1.337244E+01
 y     1.352783E+01     1.330361E+01
 y     1.257419E+01     1.286190E+01
 y     1.198231E+01     1.194001E+01
 y     1.111246E+01     1.148569E+01
 y     1.252453E+01     1.245239E+01
 y     1.259473E+01     1.282305E+01
 y     1.259812E+01     1.197953E+01
 y     1.325602E+01     1.295746E+01
 y     1.206682E+01     1.181952E+01
 y     1.237877E+01     1.250979E+01
 y     1.100212E+01     1.104427E+01
 y     1.182774E+01     1.161997E+01
 y     1.242119E+01     1.218697E+01
 y     1.262149E+01     1.256522E+01
 y     1.235018E+01     1.236163E+01
 y     1.197102E+01     1.095441E+01
 y     1.183502E+01     1.174334E+01
 y     1.374025E+01     1.345091E+01
 y     1.243122E+01     1.210321E+01
 y     1.271890E+01     1.234723E+01
 y     1.357344E+01     1.339807E+01
 y     1.137367E+01     1.153602E+01
 y     1.195119E+01     1.189624E+01
 y     1.182774E+01     1.223262E+01
 y     1.072549E+01     1.092843E+01
 y     1.184224E+01     1.205641E+01
 y     9.546884E+00     1.013325E+01
 y     1.254255E+01     1.270433E+01
 y     1.212812E+01     1.199013E+01
 y     1.184224E+01     1.196412E+01
 y     1.173608E+01     1.195788E+01
 y     1.201371E+01     1.224369E+01
 y     1.245176E+01     1.244807E+01
 y     1.173608E+01     1.174959E+01
 y     1.256025E+01     1.244759E+01
 y     1.108523E+01     1.111537E+01
 y     1.183450E+01     1.183221E+01
 y     1.066898E+01     1.087852E+01
 y     1.248749E+01     1.274187E+01
 y     1.286100E+01     1.262809E+01
 y     1.182042E+01     1.153651E+01
 y     1.097680E+01     1.132691E+01
 y     1.186359E+01     1.215173E+01
 y     1.071444E+01     1.099707E+01
 y     1.162537E+01     1.152325E+01
 y     1.095082E+01     1.137323E+01
 y     1.323569E+01     1.271042E+01
 y     1.064545E+01     1.247224E+01
 y     1.285579E+01     1.257011E+01
 y     1.204356E+01     1.197101E+01
 y     1.336610E+01     1.296900E+01
 y     1.355415E+01     1.314900E+01
 y     1.300583E+01     1.282260E+01
 y     1.292391E+01     1.283184E+01
 y     1.166135E+01     1.222130E+01
 y     1.345884E+01     1.309290E+01
 y     1.198294E+01     1.094216E+01
 y     1.307002E+01     1.264278E+01
 y     1.306049E+01     1.288735E+01
 y     1.195762E+01     1.205435E+01
 y     1.288664E+01     1.263548E+01
 y     1.294801E+01     1.297190E+01
 y     1.180860E+01     1.218676E+01
 y     1.286100E+01     1.238991E+01
 y     1.267452E+01     1.285282E+01
 y     1.284133E+01     1.246363E+01
 y     1.272189E+01     1.284264E+01
 y     1.269158E+01     1.263933E+01
 y     1.231044E+01     1.200391E+01
 y     1.272189E+01     1.245323E+01
 y     1.238466E+01     1.222097E+01
 y     1.299453E+01     1.303422E+01
 y     1.191840E+01     1.142608E+01
 y     1.229765E+01     1.222097E+01
 y     1.185652E+01     1.162848E+01
 y     1.171178E+01     1.182036E+01
 y     1.166994E+01     1.178974E+01
 y     1.218093E+01     1.226618E+01
 y     1.034177E+01     1.059194E+01
 y     1.171178E+01     1.163290E+01
 y     1.154734E+01     1.174821E+01
 y     1.342985E+01     1.306419E+01
 y     1.252453E+01     1.203038E+01
 y     1.100212E+01     1.134008E+01
 y     1.228072E+01     1.250583E+01
 y     1.146164E+01     1.126914E+01
 y     1.276569E+01     1.257023E+01
 y     1.225487E+01     1.218565E+01
 y     1.319933E+01     1.269026E+01
 y     1.173608E+01     1.185238E+01
 y     1.086859E+01     1.117403E+01
 y     1.206739E+01     1.157996E+01
 y     1.184940E+01     1.199244E+01
 y     1.100212E+01     1.163206E+01
 y     1.329211E+01     1.334973E+01
 y     1.232386E+01     1.222714E+01
 y     1.317116E+01     1.280521E+01
 y     1.250618E+01     1.246668E+01
 y     1.213887E+01     1.230151E+01
 y     1.189137E+01     1.181457E+01
 y     1.236308E+01     1.209274E+01
 y     1.261154E+01     1.211146E+01
 y     1.182042E+01     1.205654E+01
 y     1.091511E+01     1.101693E+01
 y     1.187061E+01     1.195622E+01
 y     1.124702E+01     1.170132E+01
 y     1.201371E+01     1.188281E+01
 y     1.245294E+01     1.204252E+01
 y     1.111246E+01     1.154030E+01
 y     1.124004E+01     1.202029E+01
 y     1.220608E+01     1.194999E+01
 y     1.140758E+01     1.148471E+01
 y     1.073642E+01     1.128062E+01
 y     1.239587E+01     1.229900E+01
 y     1.314217E+01     1.246644E+01
 y     1.087807E+01     1.103267E+01
 y     1.096822E+01     1.126224E+01
 y     1.184869E+01     1.187109E+01
 y     1.171587E+01     1.187109E+01
 y     1.128979E+01     1.128826E+01
 y     1.132792E+01     1.110589E+01
 y     1.204356E+01     1.216560E+01
 y     1.169526E+01     1.159806E+01
 y     1.298310E+01     1.237755E+01
 y     1.234584E+01     1.171313E+01
 y     1.184869E+01     1.180247E+01
 y     1.081980E+01     1.180290E+01
 y     1.195119E+01     1.210093E+01
 y     1.184940E+01     1.240599E+01
 y     1.216003E+01     1.212485E+01
 y     1.022198E+01     1.088345E+01
 y     1.184940E+01     1.189869E+01
 y     1.267295E+01     1.263547E+01
 y     1.230139E+01     1.201242E+01
 y     1.162626E+01     1.157658E+01
 y     1.236735E+01     1.228965E+01
 y     9.903538E+00     1.079477E+01
 y     1.212812E+01     1.252733E+01
 y     1.144573E+01     1.162369E+01
 y     1.244902E+01     1.163389E+01
 y     1.479571E+01     1.412235E+01
 y     1.375364E+01     1.322848E+01
 y     1.325427E+01     1.326448E+01
 y     1.043415E+01     1.069777E+01
 y     1.140646E+01     1.108968E+01
 y     1.262479E+01     1.215525E+01
 y     1.477102E+01     1.393074E+01
 y     1.165270E+01     1.099536E+01
 y     1.183139E+01     1.184506E+01
 y     1.207255E+01     1.195499E+01
 y     1.210072E+01     1.178818E+01
 y     1.158642E+01     1.168473E+01
 y     1.253538E+01     1.242773E+01
 y     1.200151E+01     1.188190E+01
 y     1.223028E+01     1.151406E+01
 y     1.146164E+01     1.128460E+01
 y     1.386430E+01     1.371362E+01
 y     1.225487E+01     1.237164E+01
 y     1.201975E+01     1.188874E+01
 y     1.210072E+01     1.210930E+01
 y     1.369898E+01     1.378923E+01
 y     1.234584E+01     1.222581E+01
 y     1.031890E+01     1.073151E+01
 y     1.144573E+01     1.194241E+01
 y     1.150289E+01     1.156723E+01
 y     1.269772E+01     1.262184E+01
 y     1.338550E+01     1.322285E+01
 y     1.205526E+01     1.247599E+01
 y     1.352114E+01     1.363781E+01
 y     1.174405E+01     1.174208E+01
 y     1.109744E+01     1.077716E+01
 y     1.220107E+01     1.202867E+01
 y     1.169526E+01     1.190207E+01
 y     1.242922E+01     1.260469E+01
 y     1.225487E+01     1.193973E+01
 y     1.210016E+01     1.214889E+01
 y     1.195119E+01     1.205620E+01
 y     1.255497E+01     1.262824E+01
 y     1.169526E+01     1.178393E+01
 y     1.186359E+01     1.187167E+01
 y     1.252997E+01     1.245490E+01
 y     1.323569E+01     1.248298E+01
 y     1.289922E+01     1.287144E+01
 y     1.313232E+01     1.321135E+01
 y     1.160824E+01     1.142821E+01
 y     1.154975E+01     1.173479E+01
 y     1.154975E+01     1.173207E+01
 y     1.378505E+01     1.386785E+01
 y     1.040886E+01     1.064599E+01
 y     1.279386E+01     1.287779E+01
 y     1.330452E+01     1.308607E+01
 y     1.376422E+01     1.326411E+01
 y     1.189819E+01     1.206289E+01
 y     1.254611E+01     1.298312E+01
 y     1.154975E+01     1.173596E+01
 y     1.154975E+01     1.173596E+01
 y     1.154975E+01     1.173207E+01
 y     1.154975E+01     1.172887E+01
 y     1.154975E+01     1.172887E+01
 y     1.154975E+01     1.173032E+01
 y     1.376422E+01     1.393711E+01
 y     1.261154E+01     1.271951E+01
 y     1.233711E+01     1.220952E+01
 y     1.261154E+01     1.252033E+01
