 train         node      observed        predicted
     y          511    0.110021E+002    0.125382E+002
     y          299    0.122784E+002    0.119542E+002
     y          150    0.119829E+002    0.120803E+002
     y          303    0.110974E+002    0.116426E+002
     y          303    0.117361E+002    0.116426E+002
     y          150    0.119512E+002    0.116387E+002
     y           47    0.110446E+002    0.119684E+002
     y           47    0.114736E+002    0.119684E+002
     y          303    0.123104E+002    0.121367E+002
     y          303    0.130919E+002    0.124369E+002
     y           72    0.126916E+002    0.131422E+002
     y          302    0.124875E+002    0.125249E+002
     y          302    0.119643E+002    0.125249E+002
     y          299    0.954710E+001    0.111492E+002
     y          150    0.113445E+002    0.113603E+002
     y           47    0.112567E+002    0.122401E+002
     y           47    0.116857E+002    0.122401E+002
     y           72    0.132122E+002    0.131769E+002
     y          150    0.114780E+002    0.117634E+002
     y          146    0.147995E+002    0.147474E+002
     y          303    0.122308E+002    0.119162E+002
     y          302    0.128213E+002    0.130546E+002
     y          298    0.121808E+002    0.127263E+002
     y          302    0.116263E+002    0.118975E+002
     y          150    0.108968E+002    0.105323E+002
     y          302    0.129598E+002    0.118584E+002
     y          510    0.122549E+002    0.125415E+002
     y          302    0.121808E+002    0.122977E+002
     y          510    0.112885E+002    0.116422E+002
     y          303    0.121548E+002    0.127637E+002
     y           29    0.979818E+001    0.100665E+002
     y           29    0.961587E+001    0.100658E+002
     y          297    0.119349E+002    0.118202E+002
     y          245    0.121007E+002    0.118545E+002
     y          296    0.101307E+002    0.112122E+002
     y          510    0.115617E+002    0.114533E+002
     y          511    0.127556E+002    0.127517E+002
     y          299    0.107144E+002    0.112924E+002
     y          303    0.136017E+002    0.134591E+002
     y          299    0.127939E+002    0.124217E+002
     y          150    0.106690E+002    0.116892E+002
     y           29    0.116082E+002    0.109908E+002
     y          303    0.119184E+002    0.120668E+002
     y          299    0.129715E+002    0.126262E+002
     y          299    0.124684E+002    0.124437E+002
     y          303    0.133847E+002    0.126047E+002
     y          299    0.126916E+002    0.127137E+002
     y           47    0.129457E+002    0.122641E+002
     y          303    0.130390E+002    0.126309E+002
     y          299    0.999884E+001    0.112798E+002
     y          298    0.131022E+002    0.129371E+002
     y          303    0.112898E+002    0.115653E+002
     y           62    0.121281E+002    0.118547E+002
     y          245    0.103337E+002    0.113753E+002
     y          303    0.127869E+002    0.120731E+002
     y          247    0.116352E+002    0.120328E+002
     y          303    0.127293E+002    0.115816E+002
     y          150    0.111125E+002    0.110150E+002
     y          511    0.125776E+002    0.122686E+002
     y          252    0.119184E+002    0.120748E+002
     y          150    0.115522E+002    0.111220E+002
     y          299    0.121172E+002    0.113272E+002
     y          302    0.125245E+002    0.117491E+002
     y          511    0.128790E+002    0.125733E+002
     y          303    0.123239E+002    0.121064E+002
     y          302    0.126916E+002    0.122098E+002
     y          302    0.116953E+002    0.114332E+002
     y          299    0.118845E+002    0.119440E+002
     y          302    0.125425E+002    0.124954E+002
     y           72    0.126761E+002    0.126407E+002
     y          303    0.115129E+002    0.122888E+002
     y          297    0.126854E+002    0.126866E+002
     y          303    0.118019E+002    0.124264E+002
     y          298    0.127939E+002    0.124945E+002
     y          302    0.118204E+002    0.117447E+002
     y          298    0.125550E+002    0.123660E+002
     y          303    0.107144E+002    0.118352E+002
     y          302    0.120436E+002    0.118612E+002
     y          303    0.111419E+002    0.116571E+002
     y           72    0.141063E+002    0.139829E+002
     y          297    0.108198E+002    0.120244E+002
     y          302    0.112437E+002    0.115146E+002
     y          245    0.104773E+002    0.113106E+002
     y          297    0.123800E+002    0.125919E+002
     y          150    0.105967E+002    0.102709E+002
     y          303    0.120228E+002    0.115200E+002
     y          511    0.130170E+002    0.125731E+002
     y          302    0.116952E+002    0.116240E+002
     y          302    0.113504E+002    0.115965E+002
     y          302    0.121730E+002    0.123474E+002
     y          244    0.100079E+002    0.106379E+002
     y          511    0.117598E+002    0.123107E+002
     y          298    0.124646E+002    0.124180E+002
     y          302    0.116953E+002    0.118024E+002
     y          150    0.117280E+002    0.112868E+002
     y          244    0.103090E+002    0.101077E+002
     y          303    0.122549E+002    0.125349E+002
     y          302    0.119184E+002    0.116655E+002
     y          302    0.117090E+002    0.116655E+002
     y           29    0.115991E+002    0.109908E+002
     y           29    0.105967E+002    0.109063E+002
     y          150    0.120605E+002    0.120464E+002
     y           28    0.112580E+002    0.114703E+002
     y          247    0.117753E+002    0.115701E+002
     y          303    0.125602E+002    0.117277E+002
     y          511    0.119829E+002    0.120011E+002
     y          511    0.127714E+002    0.121123E+002
     y           62    0.118494E+002    0.118658E+002
     y           62    0.119640E+002    0.115632E+002
     y          303    0.120137E+002    0.122022E+002
     y          510    0.113266E+002    0.116891E+002
     y          245    0.111563E+002    0.116322E+002
     y          511    0.128077E+002    0.126864E+002
     y          511    0.124875E+002    0.122839E+002
     y          303    0.119184E+002    0.118710E+002
     y          511    0.121227E+002    0.124035E+002
     y          296    0.995233E+001    0.107528E+002
     y           72    0.140740E+002    0.135813E+002
     y          511    0.107996E+002    0.124197E+002
     y          511    0.129598E+002    0.121851E+002
     y          511    0.128479E+002    0.122252E+002
     y          298    0.131519E+002    0.131190E+002
     y          303    0.141723E+002    0.118391E+002
     y          297    0.119829E+002    0.128275E+002
     y          297    0.125425E+002    0.125324E+002
     y          245    0.118982E+002    0.115711E+002
     y          303    0.968141E+001    0.122122E+002
     y          303    0.108494E+002    0.122122E+002
     y           26    0.125602E+002    0.124899E+002
     y          302    0.125776E+002    0.126641E+002
     y          303    0.126916E+002    0.119052E+002
     y          302    0.124378E+002    0.124964E+002
     y          246    0.122061E+002    0.124556E+002
     y          303    0.120782E+002    0.120049E+002
     y          511    0.122061E+002    0.123060E+002
     y          245    0.116263E+002    0.118766E+002
     y          303    0.129598E+002    0.131901E+002
     y          150    0.123669E+002    0.118215E+002
     y          303    0.129539E+002    0.131364E+002
     y          302    0.118934E+002    0.117485E+002
     y          510    0.118277E+002    0.118409E+002
     y          303    0.127367E+002    0.132123E+002
     y          511    0.119576E+002    0.124565E+002
     y           72    0.130711E+002    0.129424E+002
     y          302    0.126603E+002    0.126234E+002
     y          303    0.136231E+002    0.128492E+002
     y          302    0.119823E+002    0.116688E+002
     y           72    0.130774E+002    0.129969E+002
     y           62    0.121679E+002    0.121937E+002
     y          299    0.120596E+002    0.117738E+002
     y          146    0.144441E+002    0.151971E+002
     y          303    0.137747E+002    0.141770E+002
     y          252    0.115968E+002    0.115288E+002
     y          511    0.121415E+002    0.122839E+002
     y          511    0.121705E+002    0.123688E+002
     y          511    0.120839E+002    0.126670E+002
     y           62    0.124292E+002    0.122481E+002
     y          511    0.112898E+002    0.114467E+002
     y          511    0.124090E+002    0.121582E+002
     y          297    0.125981E+002    0.123259E+002
     y          299    0.123239E+002    0.119976E+002
     y          303    0.125354E+002    0.120842E+002
     y          303    0.127799E+002    0.121170E+002
     y          299    0.121063E+002    0.117480E+002
     y          297    0.122784E+002    0.128690E+002
     y          297    0.127367E+002    0.128690E+002
     y          298    0.102956E+002    0.121404E+002
     y          298    0.125425E+002    0.126370E+002
